<<<15:31:28:646774>>>
* Screen coordinates (1447, 53) choosen in zone #3.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (1333, 0).
* Maximum (x, y) are (1600, 150).
* Mid (x, y) are (1466, 75).
<<<15:31:28:646774>>>  Image at Pix\Faraway_Objects\Asteroids\4.png choosen for background...
<<<15:31:39:188525>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:205719>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:222356>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:238945>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:253695>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:271362>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:287136>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:303282>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:318823>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:334621>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:351191>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:368210>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:383000>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:399348>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:416770>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:432875>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:448852>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:465858>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:482315>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:499921>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<15:31:39:515884>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:532208>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:547702>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:564292>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:581175>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:596953>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:613301>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:629612>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:645884>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:661925>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:678108>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:31:39:709928>>>  Tank #3 Yellow AI Tank chose to shoot...
<<<15:31:39:726749>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:726886>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:726886>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:726948>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:741483>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:741483>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:741483>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:741483>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:758586>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:758586>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:758586>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:758586>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:774248>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:775338>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:775338>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:775338>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:790477>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:790477>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:790477>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:790477>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:808071>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:808071>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:808071>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:808071>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:824314>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:824314>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:824314>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:824314>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:842048>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:843057>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:843057>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:843057>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:858156>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:858156>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:858156>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:858156>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:874343>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:874343>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:874343>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:874343>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:890944>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:890944>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:890944>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:890944>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:890944>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:906822>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:906822>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:906822>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:906822>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:906822>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:922367>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:922367>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:39:922367>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:923369>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:923369>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:923369>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:939324>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:939324>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:39:940374>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:940374>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:940374>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:940374>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:955692>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:955692>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:39:955692>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:955692>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:956750>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:956750>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:971863>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:971863>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:39:972872>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:972872>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:972872>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:972872>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:39:987874>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:39:987874>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:39:987874>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:39:987874>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:39:987874>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:39:987874>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:003849>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:003849>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:003849>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:003849>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:003849>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:003849>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:020301>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:020301>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:020301>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:020301>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:020301>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:020301>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:038101>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:038101>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:039053>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:039053>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:039053>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:039053>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:054136>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:054136>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:054136>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:054136>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:054136>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:054136>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:070203>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:070203>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:070203>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:070203>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:070203>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:070203>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:085871>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:085871>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:086850>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:086850>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:086920>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:086920>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:101950>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:101950>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:101950>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:101950>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:101950>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:101950>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:118174>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:118174>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:118174>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:118174>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:118174>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:118174>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:134075>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:134075>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:134075>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:134075>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:134075>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:134075>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:150895>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:150895>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:151904>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:151904>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:151904>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:151904>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:167431>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:167431>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:167431>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:167431>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:167431>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:167431>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:183632>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:183632>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:183632>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:183632>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:183632>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:184640>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:200376>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:200376>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:201378>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:201378>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:201378>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:201378>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:217332>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:217332>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:218329>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:218329>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:218329>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:218329>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:233509>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:233509>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:233509>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:233509>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:233509>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:233509>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:249990>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:249990>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:249990>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:249990>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:249990>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:249990>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:265881>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:265881>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:265881>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:265881>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:265881>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:265881>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:281527>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:281527>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:281527>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:281527>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:281527>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:281527>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:298452>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:298452>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:298452>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:298452>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:298452>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:298452>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:314664>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:314664>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:314664>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:314664>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:314664>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:314664>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:330763>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:330763>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:330763>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:330763>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:330763>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:330763>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:346779>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:346779>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:347783>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:347783>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:347783>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:347783>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:363017>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:363017>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:364026>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:364026>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:364026>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:364026>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:379261>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:379261>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:379261>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:379261>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:379261>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:379261>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:394692>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:394692>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:394692>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:394692>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:394692>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:394692>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:411039>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:411039>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:411039>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:411039>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:411039>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:411039>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:428048>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:428048>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:429015>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:429015>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:31:40:429015>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:31:40:429015>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:31:40:444469>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:444469>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:444469>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:444469>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:31:40:461220>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:461220>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
<<<15:31:40:461220>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:31:40:461220>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:31:40:477541>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #3!
<<<15:31:40:477541>>>  Tank #1 Green Player Tank has been hit by Tank #2 Red AI Tank's Cannonball #4!
