<<<15:11:29:570398>>>
* Screen coordinates (160, 280) choosen in zone #8.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (0, 150).
* Maximum (x, y) are (266, 750).
* Mid (x, y) are (133, 450).
<<<15:11:29:570398>>>  Image at Pix\Faraway_Objects\Quasars\2.png choosen for background...
<<<15:11:40:808074>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:825402>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:825402>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:825402>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:825402>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:825402>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:825402>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:825402>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:825402>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:840127>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:840127>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:840127>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:840127>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:840127>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:840127>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:840127>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:840127>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:857578>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:857578>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:857578>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:857578>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:857578>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:857578>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:857578>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:857578>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:875667>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:875667>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:875667>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:875667>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:875667>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:875667>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:875667>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:875667>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:889911>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:890984>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:890984>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:890984>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:890984>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:890984>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:890984>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:890984>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:908170>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:908170>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:908170>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:908170>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:908170>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:908170>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:40:923239>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:923239>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:923239>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:923239>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:923239>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:923239>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:40:939667>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:939667>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:939667>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:939667>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:939667>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:939667>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:40:956818>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:956818>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:956818>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:956818>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:956818>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:956818>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:40:974591>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:974591>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:974591>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:974591>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:974591>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:974591>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:40:988794>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:40:988794>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:40:988794>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:40:988794>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:40:988794>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:40:988794>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:41:004540>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:004540>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:004540>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:004540>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:004540>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:004540>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:41:021221>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:021221>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:021221>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:021221>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:021221>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:021221>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:41:036840>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:037829>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:037829>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:037829>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:037829>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:037829>>>  Tank #3 Yellow AI Tank increased launch speed one unit...
<<<15:11:41:054828>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:054828>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:054828>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:054828>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:054828>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:054828>>>  Tank #3 Yellow AI Tank firing solution within tolerances, not adjusting firing solution...
<<<15:11:41:054828>>>  Tank #3 Yellow AI Tank attempting to fire cannonball...
<<<15:11:41:070030>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:071109>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:071109>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:071109>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:071109>>>  Tank #3 Yellow AI Tank chose to shoot...
<<<15:11:41:087659>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:087659>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:087659>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:087659>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:087659>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:087659>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:087659>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:087659>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:102447>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:103449>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:103449>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:103449>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:103449>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:103449>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:103449>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:103449>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:119901>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:119901>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:119901>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:119901>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:119901>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:119901>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:119901>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:119901>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:135084>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:135084>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:135084>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:135084>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:135084>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:135084>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:135084>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:135084>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:152408>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:152408>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:152408>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:152408>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:152408>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:152408>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:152408>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:152408>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:167396>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:168366>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:168366>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:168366>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:168366>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:168366>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:168514>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:168514>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:184640>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:184640>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:184640>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:184640>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:184640>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:184640>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:184640>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:185140>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:200723>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:200723>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:200723>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:200723>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:200723>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:200723>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:200723>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:200723>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:216402>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:216402>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:216402>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:216402>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:216402>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:216402>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:216402>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:216402>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:232446>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:232446>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:232446>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:232446>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:232446>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:232446>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:232446>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:232446>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:250742>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:250742>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:250742>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:250742>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:250742>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:250742>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:250742>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:250742>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:264901>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:264901>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:264901>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:264901>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:264901>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:264901>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:264901>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:264901>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:281358>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:282366>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:282366>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:282366>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:282366>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:282366>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:282366>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:282366>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:300109>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:300109>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:300109>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:300109>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:300109>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:300109>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:300109>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:300109>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CCW...
<<<15:11:41:314668>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:314668>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:314668>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:314668>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:314668>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:314668>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:331499>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:331499>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:331499>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:331499>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:331499>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:331499>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:348487>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:348487>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:348487>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:348487>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:348487>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:348487>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:362900>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:362900>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:362900>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:362900>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:362900>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:362900>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:380110>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:380110>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:380110>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:380110>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:380110>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:380110>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:397169>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:397169>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:397169>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:397169>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:397169>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:397169>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:412131>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:412131>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:412131>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:412131>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:412131>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:412131>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:429044>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:429044>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:429044>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:429044>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:429044>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:429044>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:445891>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:445891>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:445891>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:445891>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:445891>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:445891>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:461693>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:461693>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:461693>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:461693>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:461693>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:461693>>>  Tank #3 Yellow AI Tank lowered launch speed one unit...
<<<15:11:41:477857>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:478961>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:478961>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:478961>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:478961>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:478961>>>  Tank #3 Yellow AI Tank firing solution within tolerances, not adjusting firing solution...
<<<15:11:41:478961>>>  Tank #3 Yellow AI Tank attempting to fire cannonball...
<<<15:11:41:495959>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:495959>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:495959>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:495959>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:495959>>>  Tank #3 Yellow AI Tank chose to shoot...
<<<15:11:41:511197>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:511197>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:511197>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:511197>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:511197>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:511197>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:511197>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:511197>>>  Tank #3 Yellow AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:527064>>>  Tank #2 Red AI Tank is checking targeting info...
<<<15:11:41:527064>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:527064>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<15:11:41:527064>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CW...
<<<15:11:41:527064>>>  Tank #3 Yellow AI Tank is checking targeting info...
<<<15:11:41:527064>>>  Tank #3 Yellow AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<15:11:41:527064>>>  Tank #3 Yellow AI Tank Launch speed not within tolerances, adjusting firing solution...
